year,scenario,acc_pred_mean,acc_ci_low,acc_ci_high,usage_pred_mean,usage_ci_low,usage_ci_high
2025,pessimistic,54.24137931034511,40.04189084874448,68.44086777194573,8.316000000000713,,
2026,pessimistic,56.94827586206975,41.025679981663565,72.87087174247594,10.395000000000437,,
2027,pessimistic,59.65517241379348,41.95156222261964,77.35878260496732,12.47400000000107,,
2025,base,54.24137931034511,40.04189084874448,68.44086777194573,8.316000000000713,,
2026,base,56.94827586206975,41.025679981663565,72.87087174247594,10.395000000000437,,
2027,base,59.65517241379348,41.95156222261964,77.35878260496732,12.47400000000107,,
2025,optimistic,54.24137931034511,40.04189084874448,68.44086777194573,8.316000000000713,,
2026,optimistic,56.94827586206975,41.025679981663565,72.87087174247594,10.395000000000437,,
2027,optimistic,59.65517241379348,41.95156222261964,77.35878260496732,12.47400000000107,,
